Pod,Latitude,Longitude,Time,Behaviour,Closest boat (m),Boats < 100,Boats < 300,Boats > 300
# Time correction -45 sec
1,-33.8313076010952,151.28433656867,2010-10-06 10:15:00,Blow,600,0,0,1
1,-33.8312013708865,151.284538596771,2010-10-06 10:15:19,-,512,0,0,1
1,-33.8307261304788,151.2854424067,2010-10-06 10:16:44,Arch Dive,300,0,0,1
1,-33.8296844256822,151.284491842491,2010-10-06 10:18:44,Blow,150,0,1,0
1,-33.8295976169491,151.284412628806,2010-10-06 10:18:54,Blow,140,0,1,0
1,-33.829536850836,151.284357179228,2010-10-06 10:19:01,Blow,135,0,1,0
1,-33.8294760847229,151.284301729649,2010-10-06 10:19:08,Blow,130,0,1,0
1,-33.8294904835491,151.284308754623,2010-10-06 10:19:11,Tail Swipe,129,0,1,0
1,-33.8295384796364,151.284332171206,2010-10-06 10:19:21,Fluke Up Dive,127,0,1,0
1,-33.8292454545344,151.28419836986,2010-10-06 10:19:37,Tail Swipe,117,0,1,0
1,-33.8292271404656,151.284190007276,2010-10-06 10:19:38,Blow,117,0,1,0
1,-33.8292178808747,151.284157176856,2010-10-06 10:19:40,-,115,0,1,0
1,-33.8291947318975,151.284075100808,2010-10-06 10:19:45,Blow,107,0,1,0
1,-33.8291808425112,151.284025855179,2010-10-06 10:19:48,Blow,106,0,1,0
1,-33.8291484339431,151.283910948711,2010-10-06 10:19:55,Blow,99,1,0,0
1,-33.8291299147613,151.283845287872,2010-10-06 10:19:59,Tail Swipe,96,1,0,0
1,-33.8290234548389,151.283716340227,2010-10-06 10:20:08,Arch Dive,93,1,0,0
1,-33.8291354995689,151.283852809506,2010-10-06 10:20:17,Other,88,1,0,0
1,-33.8290797678433,151.283725717737,2010-10-06 10:20:23,Other,79,1,0,0
1,-33.8290333247387,151.283619807929,2010-10-06 10:20:28,Arch Dive,77,1,0,0
1,-33.8289319729904,151.283375247379,2010-10-06 10:20:58,Blow,67,1,0,0
1,-33.8289218378156,151.283350791324,2010-10-06 10:21:01,Blow,67,1,0,0
1,-33.8288711619414,151.283228511049,2010-10-06 10:21:16,-,69,1,0,1
1,-33.8286042690041,151.282584501601,2010-10-06 10:22:35,-,101,0,1,1
1,-33.8285806202628,151.282527437473,2010-10-06 10:22:42,Tail Swipe,105,0,2,0
1,-33.8285044171653,151.282474794607,2010-10-06 10:22:49,Tail Swipe,113,0,2,0
1,-33.8284657219863,151.282520364586,2010-10-06 10:22:58,Other,115,0,2,0
1,-33.8284270268073,151.282565934565,2010-10-06 10:23:07,Blow,115,0,2,0
1,-33.8283727884952,151.282504890677,2010-10-06 10:23:19,-,122,0,2,0
1,-33.8278484848117,151.281914799763,2010-10-06 10:25:15,-,194,0,2,0
1,-33.827785206781,151.281843581894,2010-10-06 10:25:29,-,204,0,2,1
1,-33.8277174088909,151.281767277035,2010-10-06 10:25:44,Blow,214,0,2,1
1,-33.8276586507194,151.281701146157,2010-10-06 10:25:57,Tail Swipe,219,0,2,1
1,-33.8276017917751,151.281680195167,2010-10-06 10:26:04,-,212,0,3,0
1,-33.8275530555371,151.281662237175,2010-10-06 10:26:10,Blow,197,0,3,0
1,-33.8274718284737,151.281632307189,2010-10-06 10:26:20,Other,176,0,3,0
1,-33.8274555830611,151.281626321192,2010-10-06 10:26:22,Arch Dive,172,0,3,0
1,-33.8273662332914,151.281593398208,2010-10-06 10:26:33,Tail Swipe,157,0,3,0
1,-33.8273418651724,151.281584419212,2010-10-06 10:26:36,Blow,154,0,3,0
1,-33.8273012516407,151.281569454219,2010-10-06 10:26:41,Blow,151,0,3,0
1,-33.8272768835217,151.281560475223,2010-10-06 10:26:44,Fluke Up Dive,151,0,3,0
1,-33.8272934131883,151.281471728207,2010-10-06 10:26:52,-,146,0,3,0
1,-33.8273120090632,151.281371887814,2010-10-06 10:27:01,Tail Swipe,136,0,3,0
1,-33.827272044177,151.281832171978,2010-10-06 10:27:05,Arch Dive,105,0,3,0
1,-33.8272890778135,151.281712414675,2010-10-06 10:27:17,-,101,0,3,0
1,-33.8274792867552,151.280375124796,2010-10-06 10:29:31,-,37,1,2,0
1,-33.8275346460741,151.279985913562,2010-10-06 10:30:10,Tail Swipe,42,1,1,1
1,-33.8273204185209,151.279792482051,2010-10-06 10:30:22,-,80,1,1,1
1,-33.8273025662248,151.279776362759,2010-10-06 10:30:23,Blow,84,1,1,1
1,-33.8271061909678,151.27959905054,2010-10-06 10:30:34,Other,118,0,2,1
1,-33.8270347817834,151.27953457337,2010-10-06 10:30:38,Blow,130,0,2,1
1,-33.8269760424415,151.279505532679,2010-10-06 10:30:44,Blow,140,0,2,1
1,-33.8269736381032,151.279442989808,2010-10-06 10:30:53,-,151,0,2,1
1,-33.8269731038059,151.279429091392,2010-10-06 10:30:55,Blow,154,0,2,1
1,-33.8269701651702,151.279352650105,2010-10-06 10:31:06,-,167,0,2,1
1,-33.8269685622781,151.279310954857,2010-10-06 10:31:12,Tail Swipe,166,0,2,1
1,-33.8269664250885,151.279255361193,2010-10-06 10:31:20,Fluke Up Dive,165,0,2,1
1,-33.8269653564938,151.279227564361,2010-10-06 10:31:24,Fluke Up Dive,165,0,2,1
1,-33.8270028091552,151.279074685711,2010-10-06 10:31:37,-,165,0,2,1
1,-33.8270373808427,151.278933566957,2010-10-06 10:31:49,Blow,166,0,2,1
1,-33.8270575476604,151.278851247683,2010-10-06 10:31:56,Tail Swipe,166,0,2,1
1,-33.8270633096083,151.278827727891,2010-10-06 10:31:58,Fluke Up Dive,166,0,2,1
