Pod,Latitude,Longitude,Time,Behaviour,Closest boat (m),Boats < 100,Boats < 300,Boats > 300
# Time correction -40 sec
1,-33.818948337265,151.386069097308,2010-07-21 14:32:01,Blow,161,0,2,0
1,-33.8185039645556,151.386254375681,2010-07-21 14:32:44,-,129,0,2,0
1,-33.817997586352,151.386465506851,2010-07-21 14:33:33,Blow,113,0,2,0
1,-33.8177726260729,151.386629255252,2010-07-21 14:33:49,Blow,94,1,1,0
1,-33.8176742059508,151.386700895177,2010-07-21 14:33:56,Blow,84,1,1,0
1,-33.8176593833715,151.386963937175,2010-07-21 14:34:09,Blow,92,1,1,0
1,-33.8174347663278,151.386897357418,2010-07-21 14:34:22,Blow,68,1,1,0
1,-33.8164184010801,151.387024077507,2010-07-21 14:36:11,Blow,35,1,1,0
1,-33.8161029646609,151.387083338497,2010-07-21 14:36:39,Blow,45,1,1,0
1,-33.815299648179,151.387288072595,2010-07-21 14:37:44,-,105,0,2,0
1,-33.8151513435977,151.38732586966,2010-07-21 14:37:56,Blow,114,0,2,0
1,-33.8151513435977,151.38732586966,2010-07-21 14:37:56,Blow,114,0,2,0
1,-33.8150768249956,151.387303416123,2010-07-21 14:38:10,Blow,113,0,2,0
1,-33.8149081799038,151.387371049473,2010-07-21 14:38:26,Blow,115,0,2,0
1,-33.8146657525843,151.387468272415,2010-07-21 14:38:49,Blow,120,0,2,0
1,-33.8139441664919,151.388206612238,2010-07-21 14:39:58,Blow,168,0,2,0
1,-33.8135258557137,151.388634635325,2010-07-21 14:40:38,Blow,213,0,2,0
1,-33.813327158094,151.388837946291,2010-07-21 14:40:57,Blow,228,0,2,0
1,-33.8131702915522,151.388998454948,2010-07-21 14:41:12,Blow,245,0,2,0
1,-33.8131284604744,151.389041257257,2010-07-21 14:41:16,Blow,250,0,2,0
1,-33.8129805786485,151.389050022203,2010-07-21 14:41:28,-,250,0,2,0
1,-33.8128696672792,151.389056595913,2010-07-21 14:41:37,Blow,247,0,2,0
1,-33.812561580142,151.389074856217,2010-07-21 14:42:02,Blow,235,0,2,0
1,-33.8121179346644,151.389101151056,2010-07-21 14:42:38,-,186,0,2,0
1,-33.8120193467805,151.389106994353,2010-07-21 14:42:46,-,174,0,2,0
1,-33.811575701303,151.389133289192,2010-07-21 14:43:22,Blow,128,0,2,0
1,-33.811095085369,151.389161775267,2010-07-21 14:44:01,Blow,102,0,2,0
1,-33.8107130573189,151.389184418045,2010-07-21 14:44:32,Blow,86,1,1,0
1,-33.8101829597192,151.389313800342,2010-07-21 14:45:26,Blow,75,1,1,0
1,-33.8101142433637,151.389330572121,2010-07-21 14:45:33,Blow,72,1,1,0
1,-33.8096257877394,151.389791185968,2010-07-21 14:46:25,-,78,1,1,0
1,-33.809569427475,151.38984433372,2010-07-21 14:46:31,Blow,82,1,1,0
1,-33.8092639375937,151.389934277039,2010-07-21 14:46:57,Blow,98,1,1,0
1,-33.8090054461557,151.390010382924,2010-07-21 14:47:19,Blow,111,0,2,0
1,-33.8088879500476,151.390044976508,2010-07-21 14:47:29,Blow,113,0,2,0
1,-33.8088174523827,151.390065732659,2010-07-21 14:47:35,Blow,114,0,2,0
1,-33.8085707105555,151.390138379186,2010-07-21 14:47:56,Blow,120,0,2,0
1,-33.8085002128906,151.390159135336,2010-07-21 14:48:02,Blow,120,0,2,0
1,-33.8083133522888,151.390236916271,2010-07-21 14:48:19,-,122,0,2,0
1,-33.807928639285,151.390397053489,2010-07-21 14:48:54,Blow,135,0,2,0
1,-33.8077857458836,151.390456533027,2010-07-21 14:49:07,-,147,0,2,0
1,-33.807104254277,151.390740204671,2010-07-21 14:50:09,Blow,163,0,2,0
1,-33.8067415248735,151.390891191191,2010-07-21 14:50:42,-,167,0,2,0
1,-33.8063568118698,151.391051328409,2010-07-21 14:51:17,Blow,160,0,2,0
1,-33.8062029266683,151.391115383297,2010-07-21 14:51:31,Blow,157,0,2,0
1,-33.8060490414668,151.391179438184,2010-07-21 14:51:45,Blow,149,0,2,0
1,-33.8060490414668,151.391179438184,2010-07-21 14:51:45,Blow,149,0,2,0
1,-33.805862180865,151.391257219118,2010-07-21 14:52:02,Blow,136,0,2,0
1,-33.8055763940622,151.391376178195,2010-07-21 14:52:28,Blow,115,0,2,0
1,-33.8055654022621,151.391380753544,2010-07-21 14:52:29,Blow,114,0,2,0
1,-33.8054115170606,151.391444808431,2010-07-21 14:52:43,Fluke Up Dive,106,0,2,0
1,-33.8043616972198,151.392146484053,2010-07-21 14:54:40,Blow,124,0,2,0
1,-33.803787436794,151.392530306616,2010-07-21 14:55:44,Blow,152,0,2,0
1,-33.8037335998791,151.392566289981,2010-07-21 14:55:50,Blow,156,0,2,0
1,-33.8034966819201,151.392650660035,2010-07-21 14:56:08,Blow,167,0,2,0
1,-33.8030491702197,151.392810025692,2010-07-21 14:56:42,-,174,0,2,0
1,-33.8024437132133,151.393025638052,2010-07-21 14:57:28,Blow,163,0,2,0
1,-33.8024305511045,151.393030325277,2010-07-21 14:57:29,Blow,162,0,2,0
1,-33.8019303909688,151.393208439836,2010-07-21 14:58:07,Blow,125,0,2,0
1,-33.8018514183158,151.393236563187,2010-07-21 14:58:13,Blow,119,0,2,0
1,-33.8015750140302,151.393334994916,2010-07-21 14:58:34,Blow,104,0,2,0
1,-33.8014828792684,151.393367805493,2010-07-21 14:58:41,Blow,102,0,1,1
1,-33.8013512581801,151.393414677745,2010-07-21 14:58:51,Other,98,1,0,1
1,-33.8006878139024,151.393989762578,2010-07-21 14:59:35,Other,96,1,0,1
1,-33.8002656220893,151.394355725654,2010-07-21 15:00:03,Blow,102,0,1,1
1,-33.8002656220893,151.394355725654,2010-07-21 15:00:03,Blow,102,0,1,1
1,-33.800144995857,151.394460286533,2010-07-21 15:00:11,Other,105,0,1,1
1,-33.7999942130667,151.394590987631,2010-07-21 15:00:21,-,109,0,1,1
1,-33.7998283519973,151.39473475884,2010-07-21 15:00:32,Blow,116,0,1,1
