Pod,Latitude,Longitude,Time,Behaviour,Closest boat (m),Boats < 100,Boats < 300,Boats > 300
# Time correction 21 sec
1,-33.9044870030003,151.352990525717,2010-06-09 13:58:00,Blow,700,0,0,1
1,-33.9040969156124,151.353310146011,2010-06-09 13:58:23,-,522,0,0,1
1,-33.8981268825445,151.358201726169,2010-06-09 14:04:15,Blow,500,0,0,1
1,-33.8981056885069,151.358154617549,2010-06-09 14:04:28,Blow,487,0,0,1
1,-33.8981056885069,151.358154617549,2010-06-09 14:04:28,Blow,487,0,0,1
1,-33.8980747126059,151.358085766489,2010-06-09 14:04:47,Fluke Up Dive,380,0,0,1
1,-33.8980747126059,151.358085766489,2010-06-09 14:04:48,Blow,380,0,0,1
1,-33.8920801724854,151.360584350421,2010-06-09 14:11:10,Blow,148,0,1,0
1,-33.8920801724854,151.360584350421,2010-06-09 14:11:10,Blow,148,0,1,0
1,-33.8919448420966,151.360815195941,2010-06-09 14:11:23,Blow,160,0,1,0
1,-33.8919448420966,151.360815195941,2010-06-09 14:11:23,Blow,160,0,1,0
1,-33.8917758751881,151.360850632683,2010-06-09 14:11:36,Blow,159,0,1,0
1,-33.8917572256053,151.360872732574,2010-06-09 14:11:37,Blow,159,0,1,0
1,-33.8915893793601,151.361071631594,2010-06-09 14:11:46,Fluke Up Dive,173,0,1,0
1,-33.891542936814,151.361045544129,2010-06-09 14:11:49,Arch Dive,169,0,1,0
1,-33.8885259678495,151.363045119606,2010-06-09 14:15:35,-,204,0,1,1
1,-33.8882856782859,151.363204377829,2010-06-09 14:15:53,Blow,194,0,1,1
1,-33.8881655335041,151.363284006941,2010-06-09 14:16:02,Blow,192,0,1,1
1,-33.8881302043636,151.363405541092,2010-06-09 14:16:04,Blow,199,0,1,1
1,-33.8879191692087,151.363350543224,2010-06-09 14:16:15,Blow,177,0,1,1
1,-33.887899331794,151.363373077472,2010-06-09 14:16:16,Blow,179,0,1,1
1,-33.8875865171053,151.363603741211,2010-06-09 14:16:32,Blow,175,0,1,1
1,-33.8875865171053,151.363603741211,2010-06-09 14:16:32,Blow,175,0,1,1
1,-33.886645638423,151.363649068454,2010-06-09 14:17:33,-,109,0,1,1
1,-33.8849643961873,151.363730063036,2010-06-09 14:19:22,-,43,1,1,0
1,-33.882758729768,151.363836321983,2010-06-09 14:21:45,-,237,0,2,0
1,-33.8814630935496,151.363898739826,2010-06-09 14:23:09,-,325,0,0,2
1,-33.8810620632916,151.363918059634,2010-06-09 14:23:35,Blow,350,0,0,2
1,-33.8810620632916,151.363918059634,2010-06-09 14:23:35,Blow,350,0,0,2
1,-33.8811713322627,151.364482629868,2010-06-09 14:23:50,Blow,303,0,0,2
1,-33.8811786168608,151.364520267883,2010-06-09 14:23:51,Blow,300,0,0,2
1,-33.8804160715198,151.364703143912,2010-06-09 14:24:06,Blow,300,0,0,2
1,-33.8804160715198,151.364703143912,2010-06-09 14:24:06,Blow,300,0,0,2
1,-33.8800956369498,151.364199613546,2010-06-09 14:24:16,Blow,300,0,0,2
1,-33.8800956369498,151.364199613546,2010-06-09 14:24:16,Blow,300,0,0,2
1,-33.8800779754908,151.363904111957,2010-06-09 14:24:26,Arch Dive,258,0,1,1
1,-33.8790031509065,151.364271307414,2010-06-09 14:25:41,-,166,0,1,2
1,-33.876882163727,151.364995906449,2010-06-09 14:28:09,-,217,0,2,1
1,-33.8751194514088,151.365598106998,2010-06-09 14:30:12,-,285,0,1,2
1,-33.8746608595862,151.36575477706,2010-06-09 14:30:44,Blow,300,0,1,2
