Pod,Latitude,Longitude,Time,Behaviour,Closest boat (m),Boats < 100,Boats < 300,Boats > 300
# Time correction -55 sec
1,-33.8297314524866,151.333688076988,2010-06-12 11:25:00,Blow,800,0,0,1
1,-33.8299241550697,151.334348679687,2010-06-12 11:25:08,Blow,771,0,0,1
1,-33.8299723307154,151.334513830362,2010-06-12 11:25:10,-,763,0,0,1
1,-33.8302854724129,151.335587309749,2010-06-12 11:25:23,Blow,725,0,0,1
1,-33.8302854724129,151.335587309749,2010-06-12 11:25:23,Blow,725,0,0,1
1,-33.8304540871731,151.336165337111,2010-06-12 11:25:30,Blow,700,0,0,1
1,-33.830321807591,151.336307962099,2010-06-12 11:25:40,Blow,620,0,0,1
1,-33.830321807591,151.336307962099,2010-06-12 11:25:40,Fluke Up Dive,620,0,0,1
1,-33.8302953516746,151.336336487097,2010-06-12 11:25:42,-,386,0,0,2
1,-33.8301763000508,151.336464849586,2010-06-12 11:25:51,Blow,380,0,0,2
1,-33.8301498441344,151.336493374584,2010-06-12 11:25:53,Blow,378,0,0,2
1,-33.8296471817226,151.33703534954,2010-06-12 11:26:31,-,301,0,0,3
1,-33.8287476805646,151.338005199461,2010-06-12 11:27:39,Blow,232,0,2,1
1,-33.8287037235046,151.337954901906,2010-06-12 11:27:45,Blow,202,0,3,0
1,-33.8287037235046,151.337954901906,2010-06-12 11:27:45,Blow,202,0,3,0
1,-33.8286231355614,151.337862689723,2010-06-12 11:27:56,Blow,184,0,3,0
1,-33.8286231355614,151.337862689723,2010-06-12 11:27:56,Arch Dive,184,0,3,0
1,-33.8264240702079,151.339620025233,2010-06-12 11:30:34,Fluke Up Dive,146,0,3,0
1,-33.8261066039468,151.339900688537,2010-06-12 11:30:56,Fluke Up Dive,144,0,3,0
1,-33.8260902184659,151.339923852354,2010-06-12 11:30:57,Fluke Up Dive,146,0,2,0
1,-33.8260738329849,151.339947016172,2010-06-12 11:30:58,Blow,147,0,2,0
1,-33.8256641959611,151.340526111605,2010-06-12 11:31:23,-,163,0,2,0
1,-33.8245008268133,151.342170742634,2010-06-12 11:32:34,Blow,200,0,2,0
1,-33.824373109203,151.341885012593,2010-06-12 11:32:58,Blow,174,0,2,0
1,-33.824373109203,151.341885012593,2010-06-12 11:32:58,Blow,174,0,2,0
1,-33.8243098160457,151.34200389233,2010-06-12 11:33:01,Blow,181,0,2,0
1,-33.8239933502592,151.342598291011,2010-06-12 11:33:16,Blow,196,0,2,0
1,-33.8239933502592,151.342598291011,2010-06-12 11:33:16,Blow,196,0,2,0
1,-33.8237641634854,151.342713209545,2010-06-12 11:33:25,Fluke Up Dive,181,0,2,0
1,-33.8237116426478,151.342874759524,2010-06-12 11:33:31,Arch Dive,187,0,2,0
1,-33.8236967848381,151.342775084387,2010-06-12 11:33:36,Arch Dive,179,0,2,0
1,-33.8231726719982,151.343355317765,2010-06-12 11:34:04,Blow,158,0,2,0
1,-33.8229363439116,151.343433140253,2010-06-12 11:34:11,Arch Dive,142,0,2,0
1,-33.8229363439116,151.343433140253,2010-06-12 11:34:11,Fluke Up Dive,142,0,2,0
1,-33.8224740635448,151.34371562193,2010-06-12 11:34:33,Fluke Up Dive,120,0,2,0
1,-33.8214054752976,151.344634689541,2010-06-12 11:35:30,-,119,0,2,0
1,-33.8203743813749,151.345521509165,2010-06-12 11:36:25,Blow,172,0,2,0
1,-33.8203743813749,151.345521509165,2010-06-12 11:36:25,Blow,172,0,2,0
1,-33.820166332772,151.345535584348,2010-06-12 11:36:35,Blow,169,0,2,0
1,-33.8199685027432,151.345595524745,2010-06-12 11:36:49,Fluke Up Dive,167,0,2,0
1,-33.8199685027432,151.345595524745,2010-06-12 11:36:49,Blow,167,0,2,0
1,-33.8199685027432,151.345595524745,2010-06-12 11:36:49,Blow,167,0,2,0
1,-33.8190538184752,151.346258639827,2010-06-12 11:37:29,Blow,197,0,2,0
1,-33.8189888556626,151.345909521941,2010-06-12 11:37:57,-,165,0,2,0
1,-33.818893731544,151.345398313609,2010-06-12 11:38:38,Blow,132,0,2,0
1,-33.8162288751339,151.347379225784,2010-06-12 11:39:08,Blow,159,0,2,0
1,-33.8162288751339,151.347379225784,2010-06-12 11:39:08,Blow,159,0,2,0
