Pod,Latitude,Longitude,Time,Behaviour,Closest boat (m),Boats < 100,Boats < 300,Boats > 300
# Time correction 0 sec
1,-33.8237582861842,151.343937613257,2010-07-11 10:21:00,Blow,131,0,1,1
2,-33.8181396249936,151.356166898423,2010-07-11 10:28:52,Blow,300,0,1,1
2,-33.8178938292597,151.356400801026,2010-07-11 10:29:10,Blow,261,0,1,0
2,-33.8177845867113,151.356504757739,2010-07-11 10:29:18,Other,250,0,1,0
2,-33.8175599657785,151.356775713896,2010-07-11 10:29:35,-,235,0,1,0
2,-33.8170710849248,151.357365442001,2010-07-11 10:30:12,-,174,0,2,3
2,-33.8142699297631,151.360744424661,2010-07-11 10:33:44,Blow,111,0,3,1
2,-33.81406144762,151.361014580958,2010-07-11 10:33:58,Blow,110,0,3,1
2,-33.8126864774618,151.364631568893,2010-07-11 10:37:24,-,35,1,2,1
2,-33.8122993499416,151.365649944137,2010-07-11 10:38:22,Blow,74,1,1,1
2,-33.8124419661233,151.366003210805,2010-07-11 10:38:35,Blow,111,0,2,1
2,-33.8125736118295,151.366329303114,2010-07-11 10:38:47,Blow,126,0,3,1
2,-33.8127052575356,151.366655395423,2010-07-11 10:38:59,Blow,144,0,2,1
2,-33.8112459026791,151.367887458739,2010-07-11 10:41:14,-,47,2,1,1
2,-33.8099919385061,151.36894612055,2010-07-11 10:43:10,Blow,79,1,2,1
2,-33.8098724744453,151.36905788963,2010-07-11 10:43:22,Blow,81,1,2,1
2,-33.808243310126,151.369658659313,2010-07-11 10:44:58,-,151,0,3,1
2,-33.8055789476455,151.370641168064,2010-07-11 10:47:35,Blow,178,0,2,2
2,-33.8053243907206,151.370735038327,2010-07-11 10:47:50,Arch Dive,188,0,2,2
2,-33.8052395384123,151.370766328415,2010-07-11 10:47:55,Blow,192,0,2,2
2,-33.8012205275784,151.371665976734,2010-07-11 10:52:09,Blow,129,0,3,1
2,-33.8006884183003,151.371757916803,2010-07-11 10:52:23,Blow,153,0,3,1
2,-33.7986601322856,151.37272879395,2010-07-11 10:54:51,-,36,2,2,0
2,-33.7985367905685,151.372787833777,2010-07-11 10:55:00,Blow,35,2,2,0
2,-33.7982020649243,151.37256140736,2010-07-11 10:55:18,Blow,120,0,3,0
2,-33.7981392904735,151.372589777538,2010-07-11 10:55:29,Blow,122,0,3,1
2,-33.7981593209301,151.37293608599,2010-07-11 10:56:22,-,49,1,2,1
2,-33.7981895555815,151.373458815728,2010-07-11 10:57:42,-,156,0,4,1
2,-33.7982473793523,151.374458536352,2010-07-11 11:00:15,Blow,1000,0,0,1
