Pod,Latitude,Longitude,Time,Behaviour,Closest boat (m),Boats < 100,Boats < 300,Boats > 300
# Time correction 0 sec
1,-33.8755733571807,151.310330662503,2010-07-18 10:33:13,-,1000,0,0,1
1,-33.87559009023,151.309887311302,2010-07-18 10:33:28,Blow,933,0,0,1
1,-33.87559009023,151.309887311302,2010-07-18 10:33:28,Blow,933,0,0,1
1,-33.8755956679131,151.309739527569,2010-07-18 10:33:33,Other,921,0,0,1
1,-33.8756135164991,151.309266619621,2010-07-18 10:33:49,Blow,852,0,0,1
1,-33.8756235563286,151.309000608901,2010-07-18 10:33:58,Blow,800,0,0,1
1,-33.8753532830772,151.309577930854,2010-07-18 10:34:18,Blow,161,0,1,1
1,-33.8753532830772,151.309577930854,2010-07-18 10:34:18,Blow,161,0,1,1
1,-33.8752117785179,151.30953030403,2010-07-18 10:34:22,Other,144,0,1,1
1,-33.8750702739586,151.309482677205,2010-07-18 10:34:26,-,129,0,1,1
1,-33.8734783476661,151.308946875429,2010-07-18 10:35:11,Blow,195,0,2,0
1,-33.8734783476661,151.308946875429,2010-07-18 10:35:11,Blow,195,0,2,0
1,-33.8732352569172,151.308511445622,2010-07-18 10:35:25,-,222,0,2,1
1,-33.8731310751677,151.308324832848,2010-07-18 10:35:31,Blow,236,0,2,1
1,-33.8723465145407,151.308640990625,2010-07-18 10:35:58,-,186,0,2,1
1,-33.8719978209286,151.308781505192,2010-07-18 10:36:10,Blow,163,0,2,1
1,-33.8718815897246,151.308828343381,2010-07-18 10:36:14,-,156,0,2,1
1,-33.8718815897246,151.308828343381,2010-07-18 10:36:14,-,156,0,2,1
1,-33.8714961443299,151.308857869868,2010-07-18 10:36:23,-,158,0,2,1
1,-33.8714533170639,151.308861150589,2010-07-18 10:36:24,Blow,157,0,2,1
1,-33.871232709582,151.309028558297,2010-07-18 10:36:40,-,159,0,3,0
1,-33.8711224058411,151.309112262151,2010-07-18 10:36:48,Blow,165,0,3,0
1,-33.8711224058411,151.309112262151,2010-07-18 10:36:48,Blow,165,0,3,0
1,-33.8707437521217,151.309227899785,2010-07-18 10:37:06,Blow,173,0,3,0
1,-33.8707437521217,151.309227899785,2010-07-18 10:37:06,Arch Dive,173,0,3,0
1,-33.8704167856471,151.309211125637,2010-07-18 10:37:18,-,178,0,3,0
1,-33.870280549616,151.309204136409,2010-07-18 10:37:23,Blow,180,0,3,0
1,-33.870280549616,151.309204136409,2010-07-18 10:37:23,Blow,180,0,3,0
1,-33.8701548191313,151.309242683384,2010-07-18 10:37:29,Arch Dive,177,0,3,0
1,-33.8701338640505,151.30924910788,2010-07-18 10:37:30,Fluke Up Dive,177,0,3,0
1,-33.869987178485,151.309294079351,2010-07-18 10:37:37,-,175,0,4,1
