Pod,Latitude,Longitude,Time,Behaviour,Closest boat (m),Boats < 100,Boats < 300,Boats > 300
# Time correction -3626 sec
1,-33.7998483621763,151.342459687375,2010-10-06 12:58:00,Other,600,0,0,1
1,-33.7998162975508,151.342642838561,2010-10-06 12:58:28,-,377,0,0,1
1,-33.7997452973087,151.343048387615,2010-10-06 12:59:30,-,134,0,1,0
1,-33.7996742970666,151.34345393667,2010-10-06 13:00:32,Other,518,0,0,1
2,-33.7933282705673,151.357826689372,2010-10-06 13:00:32,Other,1000,0,0,1
1,-33.7996674260754,151.343493183353,2010-10-06 13:00:38,Other,562,0,0,1
2,-33.7933755548285,151.358198142058,2010-10-06 13:00:38,Other,978,0,0,1
1,-33.7996605550842,151.343532430035,2010-10-06 13:00:44,Other,607,0,0,1
2,-33.7934228390896,151.358569594744,2010-10-06 13:00:44,Other,957,0,0,1
1,-33.7996468131019,151.343610923401,2010-10-06 13:00:56,Other,705,0,0,1
2,-33.7935174076118,151.359312500115,2010-10-06 13:00:56,Other,909,0,0,1
1,-33.7996410872759,151.34364362897,2010-10-06 13:01:01,Blow,736,0,0,1
2,-33.7935568111628,151.359622044019,2010-10-06 13:01:01,Blow,900,0,0,1
1,-33.7996342162847,151.343682875652,2010-10-06 13:01:07,Other,781,0,0,1
2,-33.7936040954239,151.359993496705,2010-10-06 13:01:07,Other,883,0,0,1
1,-33.7996273452935,151.343722122335,2010-10-06 13:01:13,Other,826,0,0,1
2,-33.793651379685,151.360364949391,2010-10-06 13:01:13,Other,866,0,0,1
1,-33.7996227646327,151.34374828679,2010-10-06 13:01:17,Other,856,0,0,1
2,-33.7936829025258,151.360612584515,2010-10-06 13:01:17,Other,855,0,0,1
1,-33.7996170388068,151.343780992359,2010-10-06 13:01:22,Other,904,0,0,1
2,-33.7937223060767,151.360922128419,2010-10-06 13:01:22,Other,832,0,0,1
1,-33.7996158936416,151.343787533473,2010-10-06 13:01:23,Other,903,0,0,1
2,-33.7937301867869,151.3609840372,2010-10-06 13:01:23,Other,837,0,0,1
1,-33.799612458146,151.343807156814,2010-10-06 13:01:26,Other,933,0,0,1
2,-33.7937538289174,151.361169763543,2010-10-06 13:01:26,Other,823,0,0,1
1,-33.7996090226504,151.343826780156,2010-10-06 13:01:29,Other,946,0,0,1
2,-33.793777471048,151.361355489886,2010-10-06 13:01:29,Other,824,0,0,1
1,-33.7995987161636,151.34388565018,2010-10-06 13:01:38,Other,1019,0,0,1
2,-33.7938483974397,151.361912668914,2010-10-06 13:01:38,Other,798,0,0,1
1,-33.7995929903377,151.343918355749,2010-10-06 13:01:43,Blow,1043,0,0,1
2,-33.7938878009906,151.362222212819,2010-10-06 13:01:43,Blow,800,0,0,1
1,-33.7995872645117,151.343951061317,2010-10-06 13:01:48,Other,1079,0,0,1
2,-33.7938348124622,151.361923219317,2010-10-06 13:01:48,Other,736,0,0,1
1,-33.7995792483553,151.343996849114,2010-10-06 13:01:55,Other,1116,0,0,1
2,-33.7937606285224,151.361504628415,2010-10-06 13:01:55,Other,659,0,0,1
1,-33.7995746676945,151.344023013569,2010-10-06 13:01:59,Other,1139,0,0,1
2,-33.7937182376996,151.361265433613,2010-10-06 13:01:59,Other,613,0,0,1
1,-33.7995689418685,151.344055719138,2010-10-06 13:02:04,Other,1178,0,0,1
2,-33.7936652491712,151.360966440112,2010-10-06 13:02:04,Other,546,0,0,1
1,-33.7995643612078,151.344081883593,2010-10-06 13:02:08,Other,1201,0,0,1
2,-33.7936228583484,151.36072724531,2010-10-06 13:02:08,Other,500,0,0,1
1,-33.799559780547,151.344108048048,2010-10-06 13:02:12,Other,1222,0,0,1
2,-33.7935759517007,151.360921650646,2010-10-06 13:02:12,Other,495,0,0,1
1,-33.7995506192254,151.344160376959,2010-10-06 13:02:20,Other,1258,0,0,1
2,-33.7934821384054,151.361310461317,2010-10-06 13:02:20,Other,491,0,0,1
1,-33.7995334417475,151.344258493665,2010-10-06 13:02:35,Tail Swipe,1308,0,0,1
2,-33.7933062384767,151.362039481326,2010-10-06 13:02:35,Tail Swipe,500,0,0,1
1,-33.7995208449303,151.344330445917,2010-10-06 13:02:46,Other,1347,0,0,1
2,-33.7933441995841,151.362161078369,2010-10-06 13:02:46,Other,463,0,0,1
1,-33.7995151191043,151.344363151486,2010-10-06 13:02:51,Other,1358,0,0,1
2,-33.793361454633,151.362216349753,2010-10-06 13:02:51,Other,454,0,0,1
1,-33.7995105384436,151.344389315941,2010-10-06 13:02:55,Other,1369,0,0,1
2,-33.7933752586721,151.362260566859,2010-10-06 13:02:55,Other,445,0,0,1
1,-33.7995059577828,151.344415480396,2010-10-06 13:02:59,Other,1380,0,0,1
2,-33.7933890627111,151.362304783966,2010-10-06 13:02:59,Other,434,0,0,1
1,-33.7995002319568,151.344448185965,2010-10-06 13:03:04,Blow,1399,0,0,1
2,-33.79340631776,151.362360055349,2010-10-06 13:03:04,Blow,418,0,0,1
1,-33.7994910706352,151.344500514875,2010-10-06 13:03:12,Tail Swipe,1420,0,0,1
2,-33.7934339258381,151.362448489563,2010-10-06 13:03:12,Tail Swipe,400,0,0,1
1,-33.7994830544789,151.344546302672,2010-10-06 13:03:19,Other,1435,0,0,1
2,-33.7934529282931,151.362435651103,2010-10-06 13:03:19,Other,379,0,0,1
1,-33.7993044087083,151.345566716422,2010-10-06 13:05:55,Blow,1525,0,0,1
2,-33.7938764115745,151.362149536856,2010-10-06 13:05:55,Blow,150,0,1,0
1,-33.7992723440828,151.345749867608,2010-10-06 13:06:23,Blow,1499,0,0,1
2,-33.7940697093657,151.361626018789,2010-10-06 13:06:23,Blow,108,0,1,0
1,-33.7992311181358,151.345985347704,2010-10-06 13:06:59,Blow,1462,0,0,1
2,-33.7943182350973,151.360952924132,2010-10-06 13:06:59,Blow,74,1,0,0
1,-33.7990467465393,151.347038467023,2010-10-06 13:09:40,Blow,1283,0,0,1
2,-33.7950925030788,151.359468360235,2010-10-06 13:09:40,Blow,78,1,0,0
1,-33.798782213379,151.348549464307,2010-10-06 13:13:31,Blow,1005,0,0,1
2,-33.7962034093131,151.357338333774,2010-10-06 13:13:31,Blow,150,0,1,0
1,-33.7987593100751,151.348680286583,2010-10-06 13:13:51,Blow,983,0,0,1
2,-33.7960439481037,151.357196731978,2010-10-06 13:13:51,Blow,141,0,1,0
1,-33.7987215196236,151.348896143338,2010-10-06 13:14:24,-,933,0,0,2
2,-33.796378222244,151.356662075831,2010-10-06 13:14:24,-,172,0,1,1
1,-33.7986230354168,151.349458679123,2010-10-06 13:15:50,Blow,653,0,0,2
2,-33.7972493609125,151.355268729507,2010-10-06 13:15:50,Blow,150,0,1,1
1,-33.7983733894041,151.350884641928,2010-10-06 13:19:28,Blow,178,0,1,1
1,-33.7983619377522,151.350950053066,2010-10-06 13:19:38,Blow,200,0,1,1
1,-33.800978374711,151.343178675538,2010-10-06 13:24:44,Blow,525,0,0,2
1,-33.8023251059461,151.346627376678,2010-10-06 13:25:21,Blow,177,0,1,1
1,-33.8037011401299,151.345284022072,2010-10-06 13:27:04,Blow,150,0,1,1
1,-33.80420060386,151.344797399809,2010-10-06 13:27:38,Blow,147,0,1,1
1,-33.8043763728522,151.344298164778,2010-10-06 13:27:56,Blow,159,0,1,1
3,-33.8183196636758,151.341663642453,2010-10-06 13:33:48,Blow,104,0,1,1
3,-33.8182890422029,151.341701756914,2010-10-06 13:34:04,-,101,0,1,1
3,-33.8182507653616,151.341749399991,2010-10-06 13:34:24,Blow,165,0,1,1
3,-33.8182392823093,151.341763692914,2010-10-06 13:34:30,Blow,188,0,1,1
3,-33.8184545273758,151.341795021154,2010-10-06 13:34:46,-,242,0,1,1
3,-33.8208760343742,151.342147463857,2010-10-06 13:37:46,-,123,0,1,2
3,-33.8224634667398,151.34237850963,2010-10-06 13:39:44,Blow,150,0,1,2
