Pod,Latitude,Longitude,Time,Behaviour,Closest boat (m),Boats < 100,Boats < 300,Boats > 300
# Time correction -37 sec
1,-33.8578403592179,151.300809022831,2010-10-23 10:22:32,Blow,1000,0,0,1
1,-33.8585794703509,151.300870399043,2010-10-23 10:22:45,-,57,2,0,1
1,-33.865913726978,151.301479439917,2010-10-23 10:24:54,Blow,233,0,2,1
1,-33.8655840043072,151.302457042272,2010-10-23 10:25:15,-,125,0,2,1
1,-33.8653641891933,151.303108777175,2010-10-23 10:25:29,Blow,110,0,2,1
1,-33.8658297641027,151.302944504729,2010-10-23 10:25:49,-,156,0,2,1
1,-33.8665979627032,151.302673455192,2010-10-23 10:26:22,-,153,0,2,1
1,-33.8693448546685,151.301704247757,2010-10-23 10:28:20,-,140,0,3,0
1,-33.8702527257418,151.301383916486,2010-10-23 10:28:59,Blow,137,0,3,0
1,-33.8705941741448,151.301323999054,2010-10-23 10:29:16,Blow,140,0,3,0
1,-33.8706745149455,151.301309900835,2010-10-23 10:29:20,Blow,140,0,3,0
1,-33.8707974387038,151.301239382234,2010-10-23 10:29:31,Arch Dive,135,0,3,0
1,-33.8710209364463,151.301111166596,2010-10-23 10:29:51,Arch Dive,129,0,3,0
1,-33.8713042914787,151.30101574728,2010-10-23 10:30:10,-,130,0,3,0
1,-33.872452625031,151.300629047946,2010-10-23 10:31:27,Blow,135,0,3,0
1,-33.8725868458358,151.300583849323,2010-10-23 10:31:36,Blow,132,0,3,0
1,-33.8728472348932,151.300504804255,2010-10-23 10:31:47,-,129,0,3,0
1,-33.8729419218232,151.300476060594,2010-10-23 10:31:51,Blow,129,0,3,0
1,-33.8731273551578,151.30030418433,2010-10-23 10:32:05,-,137,0,3,0
1,-33.8736439194472,151.299825386168,2010-10-23 10:32:44,Blow,111,0,3,0
1,-33.8737188411466,151.299797732642,2010-10-23 10:32:48,-,110,0,3,0
1,-33.8739810670945,151.2997009453,2010-10-23 10:33:02,Blow,107,0,3,0
1,-33.874299484317,151.299583417813,2010-10-23 10:33:19,Blow,104,0,3,0
1,-33.8745055189904,151.299507370616,2010-10-23 10:33:30,Blow,102,0,3,0
