Pod,Latitude,Longitude,Time,Behaviour,Closest boat (m),Boats < 100,Boats < 300,Boats > 300
# Time correction 9 sec
1,-33.8398674930438,151.290856415442,2010-10-29 13:41:06,Blow,47,1,0,2
1,-33.8400236926593,151.290901238618,2010-10-29 13:41:16,Blow,52,1,1,1
1,-33.8401604918686,151.290909623166,2010-10-29 13:41:27,Arch Dive,61,1,1,1
1,-33.8404101758742,151.291007690192,2010-10-29 13:41:44,Arch Dive,74,1,1,1
1,-33.8404500484993,151.290897110018,2010-10-29 13:41:53,Blow,83,1,1,1
1,-33.8406392077693,151.290935821827,2010-10-29 13:42:05,Blow,94,1,1,1
1,-33.8406392077693,151.290935821827,2010-10-29 13:42:05,Blow,94,1,1,1
1,-33.8407517316786,151.290893691889,2010-10-29 13:42:17,Fluke Up Dive,105,0,2,1
1,-33.8407517316786,151.290893691889,2010-10-29 13:42:17,Blow,105,0,2,1
1,-33.8409847643929,151.290935121733,2010-10-29 13:42:34,Arch Dive,117,0,2,1
1,-33.8425778240718,151.292712131982,2010-10-29 13:46:16,-,78,1,0,2
1,-33.8431447236873,151.293344491484,2010-10-29 13:47:35,Blow,84,1,0,2
1,-33.8431806034098,151.293384514238,2010-10-29 13:47:40,Other,84,1,0,2
1,-33.8431890608777,151.293383840677,2010-10-29 13:47:44,Blow,81,1,0,2
1,-33.8431996327126,151.293382998727,2010-10-29 13:47:49,Other,79,1,0,2
1,-33.8432102045475,151.293382156776,2010-10-29 13:47:54,Other,78,1,0,2
1,-33.8432165476484,151.293381651606,2010-10-29 13:47:57,Other,76,1,1,1
1,-33.8432186620154,151.293381483216,2010-10-29 13:47:58,Blow,77,1,1,1
1,-33.8432720691355,151.293383907396,2010-10-29 13:48:02,Other,79,1,1,1
1,-33.8433388280357,151.293386937621,2010-10-29 13:48:07,Other,82,1,1,1
1,-33.8433655315958,151.293388149712,2010-10-29 13:48:09,Blow,83,1,1,1
1,-33.8433922351559,151.293389361802,2010-10-29 13:48:11,Arch Dive,84,1,1,1
1,-33.8434990493962,151.293394210162,2010-10-29 13:48:19,Fluke Up Dive,89,1,1,1
1,-33.8434990493962,151.293394210162,2010-10-29 13:48:19,Blow,89,1,1,1
1,-33.8435124011762,151.293394816207,2010-10-29 13:48:20,Other,90,1,1,1
1,-33.8435658082963,151.293397240388,2010-10-29 13:48:24,Other,92,1,1,1
1,-33.8435947547128,151.293407554189,2010-10-29 13:48:27,Other,93,1,1,1
1,-33.8436429987403,151.293424743857,2010-10-29 13:48:32,Other,97,1,1,1
1,-33.8436815939623,151.293438495591,2010-10-29 13:48:36,Arch Dive,101,0,2,1
1,-33.8437354411821,151.293473861993,2010-10-29 13:48:42,Arch Dive,103,0,2,1
1,-33.8438880083046,151.293574066797,2010-10-29 13:48:59,Blow,118,0,2,1
1,-33.8441349318716,151.293557936844,2010-10-29 13:49:18,Blow,137,0,3,0
1,-33.8441999117577,151.29355369212,2010-10-29 13:49:23,Other,141,0,3,0
1,-33.8442518956665,151.293550296341,2010-10-29 13:49:27,Blow,144,0,3,0
1,-33.8463487516161,151.293085307903,2010-10-29 13:53:43,Fluke Up Dive,160,0,3,0
1,-33.846509944062,151.29315026571,2010-10-29 13:54:01,Other,158,0,3,0
1,-33.8465636748772,151.293171918313,2010-10-29 13:54:07,Fluke Up Dive,158,0,3,0
1,-33.8466263608284,151.293197179682,2010-10-29 13:54:14,Blow,157,0,3,0
1,-33.8466890467796,151.293222441052,2010-10-29 13:54:21,Other,156,0,3,0
1,-33.8467069570513,151.293229658586,2010-10-29 13:54:23,Other,156,0,3,0
1,-33.8467248673231,151.29323687612,2010-10-29 13:54:25,Other,155,0,3,0
1,-33.8467606878666,151.293251311189,2010-10-29 13:54:29,Other,155,0,3,0
1,-33.8467965084101,151.293265746257,2010-10-29 13:54:33,Blow,155,0,3,0
1,-33.8468144186819,151.293272963791,2010-10-29 13:54:35,Blow,154,0,3,0
1,-33.8468950149048,151.293305442695,2010-10-29 13:54:44,Other,153,0,3,0
1,-33.8469397905842,151.293323486531,2010-10-29 13:54:49,Other,153,0,3,0
1,-33.8469487457201,151.293327095298,2010-10-29 13:54:50,Blow,153,0,3,0
1,-33.846957700856,151.293330704065,2010-10-29 13:54:51,Blow,153,0,3,0
1,-33.8471906115904,151.293289513524,2010-10-29 13:55:09,Blow,135,0,3,0
1,-33.8472164905609,151.293284936797,2010-10-29 13:55:11,Other,134,0,3,0
1,-33.8472682485019,151.293275783344,2010-10-29 13:55:15,Other,130,0,3,0
1,-33.8473070669577,151.293268918253,2010-10-29 13:55:18,Other,127,0,2,1
1,-33.8473200064429,151.29326662989,2010-10-29 13:55:19,Other,126,0,2,1
1,-33.8473847038692,151.293255188073,2010-10-29 13:55:24,Other,121,0,2,1
1,-33.8474623407807,151.293241457893,2010-10-29 13:55:30,Arch Dive,115,0,2,1
1,-33.8474623407807,151.293241457893,2010-10-29 13:55:30,Blow,115,0,2,1
1,-33.8476852803657,151.293333291602,2010-10-29 13:55:49,Arch Dive,120,0,2,1
1,-33.8477674160023,151.293367125074,2010-10-29 13:55:56,Arch Dive,121,0,2,1
1,-33.8477962523232,151.293397309158,2010-10-29 13:56:04,Blow,120,0,2,1
1,-33.8477998568634,151.293401082169,2010-10-29 13:56:05,-,120,0,2,1
1,-33.8478899703662,151.293495407434,2010-10-29 13:56:30,-,123,0,2,1
1,-33.8479728747889,151.293582186677,2010-10-29 13:56:53,-,127,0,2,1
