Pod,Latitude,Longitude,Time,Behaviour,Closest boat (m),Boats < 100,Boats < 300,Boats > 300
# Time correction -23 sec
1,-33.8543003201565,151.326382695228,2010-06-20 13:46:00,Breach,1000,0,0,1
1,-33.8545329929826,151.326319420547,2010-06-20 13:46:09,-,956,0,0,1
1,-33.8553861266786,151.326087413382,2010-06-20 13:46:42,Blow,782,0,0,1
1,-33.8554636842873,151.326066321821,2010-06-20 13:46:45,Blow,762,0,0,1
1,-33.855644652041,151.32601710818,2010-06-20 13:46:52,Blow,736,0,0,1
1,-33.8557997672584,151.325974925059,2010-06-20 13:46:58,Blow,700,0,0,1
1,-33.8558380859064,151.326044864788,2010-06-20 13:47:04,Blow,662,0,0,1
1,-33.855870018113,151.326103147895,2010-06-20 13:47:09,Arch Dive,623,0,0,1
1,-33.855908336761,151.326173087623,2010-06-20 13:47:15,Blow,205,0,1,7
1,-33.855908336761,151.326173087623,2010-06-20 13:47:15,Blow,205,0,1,7
1,-33.8549798887235,151.327690628522,2010-06-20 13:49:35,Blow,136,0,3,5
1,-33.8548643357922,151.328189098273,2010-06-20 13:49:48,Blow,153,0,3,5
1,-33.8547989389751,151.328028545565,2010-06-20 13:50:00,Arch Dive,136,0,5,4
1,-33.8531728042723,151.329140184795,2010-06-20 13:51:34,Breach,91,1,5,2
1,-33.8530288201576,151.329224285052,2010-06-20 13:51:46,Blow,87,1,5,2
1,-33.8529595662663,151.329481300864,2010-06-20 13:51:53,Blow,104,0,6,2
1,-33.8529397794402,151.329554733954,2010-06-20 13:51:55,Breach,108,0,6,2
1,-33.8529082044171,151.329539766299,2010-06-20 13:51:57,Blow,105,0,6,2
1,-33.8529568006336,151.329594938531,2010-06-20 13:52:01,Blow,106,0,6,2
1,-33.8528153836088,151.329730758612,2010-06-20 13:52:10,Blow,109,0,6,2
1,-33.8526270177315,151.329892636398,2010-06-20 13:52:23,Blow,112,0,6,2
1,-33.8526270177315,151.329892636398,2010-06-20 13:52:23,Blow,112,0,6,2
1,-33.8526974522556,151.329971624783,2010-06-20 13:52:26,Blow,115,0,6,2
1,-33.8523443862623,151.330270131141,2010-06-20 13:52:49,Blow,158,0,5,3
1,-33.8523443862623,151.330270131141,2010-06-20 13:52:49,Blow,158,0,5,3
1,-33.8522092250264,151.330394275726,2010-06-20 13:53:05,Blow,164,0,5,3
1,-33.8522457251489,151.33044212894,2010-06-20 13:53:06,Arch Dive,170,0,5,3
1,-33.8522894966702,151.330321774864,2010-06-20 13:53:10,Fluke Up Dive,167,0,6,2
1,-33.8522894966702,151.330321774864,2010-06-20 13:53:10,Blow,167,0,6,2
1,-33.8521805862082,151.330430885668,2010-06-20 13:53:19,-,170,0,6,3
1,-33.8503049060296,151.33231001617,2010-06-20 13:55:54,-,140,0,5,6
1,-33.8495062293084,151.333110162062,2010-06-20 13:57:00,Blow,129,0,4,6
1,-33.8474841813787,151.334770460237,2010-06-20 13:59:15,-,70,1,4,5
1,-33.8468101654021,151.335323892962,2010-06-20 14:00:00,Blow,100,0,4,6
1,-33.8467652310037,151.335360788477,2010-06-20 14:00:03,Blow,107,0,4,6
1,-33.8467202966052,151.335397683992,2010-06-20 14:00:06,Blow,115,0,4,6
1,-33.8467053184724,151.335409982497,2010-06-20 14:00:07,Arch Dive,117,0,4,6
1,-33.8464791003774,151.33580415177,2010-06-20 14:00:20,Blow,144,0,4,6
1,-33.8463370480761,151.335988202875,2010-06-20 14:00:28,Blow,156,0,4,6
1,-33.8462118289465,151.336121075064,2010-06-20 14:00:33,Blow,166,0,5,5
1,-33.8461801912253,151.336126002029,2010-06-20 14:00:36,Blow,164,0,5,5
1,-33.8461801912253,151.336126002029,2010-06-20 14:00:36,Blow,164,0,5,5
1,-33.8461001441796,151.335927339564,2010-06-20 14:00:47,Blow,139,0,6,4
1,-33.8459221901736,151.336277140914,2010-06-20 14:00:56,Blow,165,0,6,4
1,-33.845882644839,151.336354874547,2010-06-20 14:00:58,Blow,171,0,6,4
1,-33.845882644839,151.336354874547,2010-06-20 14:00:58,Blow,171,0,6,4
1,-33.8458711847257,151.336376249252,2010-06-20 14:01:00,Blow,171,0,6,4
1,-33.845836804386,151.336440373368,2010-06-20 14:01:06,Blow,159,0,6,4
1,-33.8457336633667,151.336632745715,2010-06-20 14:01:24,Arch Dive,150,0,5,5
1,-33.8456395958412,151.33670989731,2010-06-20 14:01:29,Blow,143,0,5,5
1,-33.8455961592967,151.336772480313,2010-06-20 14:01:31,Arch Dive,143,0,5,5
1,-33.8455961592967,151.336772480313,2010-06-20 14:01:31,Fluke Up Dive,143,0,5,5
2,-33.8367694770485,151.339361117125,2010-06-20 14:11:37,Blow,456,0,0,6
