Pod,Latitude,Longitude,Time,Behaviour,Closest boat (m),Boats < 100,Boats < 300,Boats > 300
# Time correction 0 sec
1,-33.8245935860375,151.331917343329,2010-10-23 10:57:00,Blow,700,0,0,1
1,-33.824513792638,151.33201961542,2010-10-23 10:57:16,-,641,0,0,1
1,-33.8242843866142,151.33231364768,2010-10-23 10:58:02,-,367,0,0,1
1,-33.8241547223399,151.332479839827,2010-10-23 10:58:28,-,200,0,1,0
1,-33.8238106133043,151.332920888217,2010-10-23 10:59:37,-,133,0,1,0
1,-33.8208033995581,151.336775267626,2010-10-23 11:09:40,Blow,800,0,0,1
1,-33.8213718891895,151.336816077739,2010-10-23 11:09:52,-,741,0,0,1
1,-33.8216561340053,151.336836482796,2010-10-23 11:09:58,Arch Dive,700,0,0,1
1,-33.8207910500687,151.338026173082,2010-10-23 11:12:11,Fluke Up Dive,66,1,0,0
1,-33.8199389749131,151.339197973289,2010-10-23 11:14:22,-,318,0,0,3
1,-33.818742167061,151.340843860602,2010-10-23 11:17:26,-,432,0,0,4
1,-33.81846898266,151.341219552272,2010-10-23 11:18:08,-,410,0,0,4
1,-33.8178705787339,151.342042495928,2010-10-23 11:19:40,Blow,342,0,0,4
1,-33.8177665084859,151.342185616564,2010-10-23 11:19:56,Blow,358,0,0,4
2,-33.8128299318121,151.343902890098,2010-10-23 11:19:56,Blow,272,0,2,2
1,-33.8176429250664,151.34235557232,2010-10-23 11:20:15,Blow,389,0,0,4
2,-33.813046571123,151.343738957467,2010-10-23 11:20:15,Blow,228,0,2,2
1,-33.8175518635994,151.342480802876,2010-10-23 11:20:29,-,414,0,0,4
2,-33.8132062000889,151.343618165001,2010-10-23 11:20:29,-,200,0,3,1
1,-33.8175063328659,151.342543418154,2010-10-23 11:20:36,Arch Dive,416,0,0,4
2,-33.8132860145719,151.343557768769,2010-10-23 11:20:36,Arch Dive,189,0,4,0
1,-33.8174282801799,151.342650758631,2010-10-23 11:20:48,-,415,0,0,4
2,-33.8134800328892,151.343680018523,2010-10-23 11:20:48,-,154,0,4,0
1,-33.8170900518739,151.343115900698,2010-10-23 11:21:40,Blow,376,0,0,4
2,-33.8143207789307,151.344209767459,2010-10-23 11:21:40,Blow,85,1,3,0
1,-33.8168754069873,151.34341108701,2010-10-23 11:22:13,Blow,348,0,0,4
2,-33.8142937001065,151.343843560416,2010-10-23 11:22:13,Blow,121,0,4,0
1,-33.8167973543013,151.343518427487,2010-10-23 11:22:25,-,338,0,0,4
1,-33.8164526216048,151.343992514593,2010-10-23 11:23:18,-,259,0,3,1
1,-33.8162835074518,151.344225085627,2010-10-23 11:23:44,-,207,0,4,0
1,-33.8160883757368,151.344493436819,2010-10-23 11:24:14,Blow,142,0,4,0
1,-33.8160103230508,151.344600777296,2010-10-23 11:24:26,Blow,129,0,4,0
1,-33.816239335159,151.344441402694,2010-10-23 11:24:38,-,132,0,4,0
1,-33.8163729255554,151.344348434176,2010-10-23 11:24:45,Blow,134,0,4,0
1,-33.8163729255554,151.344348434176,2010-10-23 11:24:45,Blow,134,0,4,0
1,-33.8167050437706,151.344168622101,2010-10-23 11:25:04,-,135,0,4,0
1,-33.8167574834888,151.344140230721,2010-10-23 11:25:07,Arch Dive,135,0,4,0
1,-33.8168623629251,151.34408344796,2010-10-23 11:25:13,Blow,136,0,4,0
1,-33.8169847222676,151.344017201407,2010-10-23 11:25:20,-,137,0,4,0
1,-33.8170721217979,151.34396988244,2010-10-23 11:25:25,Arch Dive,136,0,4,0
1,-33.8172119610464,151.343894172092,2010-10-23 11:25:33,Arch Dive,138,0,4,0
1,-33.8172854203112,151.34392639129,2010-10-23 11:25:40,-,130,0,4,0
1,-33.8184292860055,151.344428090231,2010-10-23 11:27:29,-,24,1,3,0
1,-33.8192478320987,151.344787104151,2010-10-23 11:28:47,-,79,1,2,1
